小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary)
7334,['1731'],27.6D5A,浚,b'\xe6\xb5\x9a'
7335,['4923'],27.701D,瀝,b'\xe7\x80\x9d'
7336,['9380'],27.6F09,漉,b'\xe6\xbc\x89'
7336,['7429'],27.6DE5,淥,b'\xe6\xb7\xa5'
7337,['3910'],27.6F58,潘,b'\xe6\xbd\x98'
7338,['12857'],27.7061,灡,b'\xe7\x81\xa1'
7339,['6019'],27.6CD4,泔,b'\xe6\xb3\x94'
7340,['9399'],27.6EEB,滫,b'\xe6\xbb\xab'
7341,['4238'],27.6FB1,澱,b'\xe6\xbe\xb1'
7342,['2209'],27.6DE4,淤,b'\xe6\xb7\xa4'
7343,['3072'],27.6ED3,滓,b'\xe6\xbb\x93'
7344,['7437'],27.6DF0,淰,b'\xe6\xb7\xb0'
7345,['12190'],27.7039,瀹,b'\xe7\x80\xb9'
7346,['33048'],27.E966,,b'\xee\xa5\xa6'
7347,['9974'],27.6F00,漀,b'\xe6\xbc\x80'
7348,['8066'],27.6E51,湑,b'\xe6\xb9\x91'
7349,['2672'],27.6E4E,湎,b'\xe6\xb9\x8e'
7350,['3894'],27.6F3F,漿,b'\xe6\xbc\xbf'
7350,['37596'],27.E967,,b'\xee\xa5\xa7'
7351,['2203'],27.6DBC,涼,b'\xe6\xb6\xbc'
7352,['2207'],27.6DE1,淡,b'\xe6\xb7\xa1'
7353,['6826'],27.6D92,涒,b'\xe6\xb6\x92'
7354,['3900'],27.6F86,澆,b'\xe6\xbe\x86'
7355,['2206'],27.6DB2,液,b'\xe6\xb6\xb2'
7356,['256'],27.6C41,汁,b'\xe6\xb1\x81'
7357,['8714'],27.6ED2,滒,b'\xe6\xbb\x92'
7358,['12858'],27.705D,灝,b'\xe7\x81\x9d'
7359,['3070'],27.6EA2,溢,b'\xe6\xba\xa2'
7360,['6395'],27.6D12,洒,b'\xe6\xb4\x92'
7361,['3533'],27.6ECC,滌,b'\xe6\xbb\x8c'
7362,['10567'],27.6FC8,濈,b'\xe6\xbf\x88'
7363,['4757'],27.700B,瀋,b'\xe7\x80\x8b'
7364,['8063'],27.6E33,渳,b'\xe6\xb8\xb3'
7365,['32912'],27.E968,,b'\xee\xa5\xa8'
7366,['3521'],27.6F31,漱,b'\xe6\xbc\xb1'
7367,['6024'],27.6CC2,泂,b'\xe6\xb3\x82'
7368,['3087'],27.6EC4,滄,b'\xe6\xbb\x84'
7369,['32936'],27.E969,,b'\xee\xa5\xa9'
7370,['2237'],27.6DEC,淬,b'\xe6\xb7\xac'
7371,['643'],27.6C90,沐,b'\xe6\xb2\x90'
7372,['1001'],27.6CAC,沬,b'\xe6\xb2\xac'
7372,['32473'],27.E96A,,b'\xee\xa5\xaa'
7373,['1732'],27.6D74,浴,b'\xe6\xb5\xb4'
7374,['4239'],27.6FA1,澡,b'\xe6\xbe\xa1'
7375,['1319'],27.6D17,洗,b'\xe6\xb4\x97'
7376,['651'],27.6C72,汲,b'\xe6\xb1\xb2'
7377,['2204'],27.6DF3,淳,b'\xe6\xb7\xb3'
7378,['2214'],27.6DCB,淋,b'\xe6\xb7\x8b'
7379,['8057'],27.6E2B,渫,b'\xe6\xb8\xab'
7380,['33036'],27.E96B,,b'\xee\xa5\xab'
7380,['6821'],27.6D63,浣,b'\xe6\xb5\xa3'
7381,['4521'],27.6FEF,濯,b'\xe6\xbf\xaf'
7382,['6831'],27.6D91,涑,b'\xe6\xb6\x91'
7383,['9381'],27.6F4E,潎,b'\xe6\xbd\x8e'
7384,['23123'],28.EB5B,,b'\xee\xad\x9b'
7385,['5238'],27.7051,灑,b'\xe7\x81\x91'
7386,['413'],27.6C5B,汛,b'\xe6\xb1\x9b'
7387,['1279'],27.67D3,染,b'\xe6\x9f\x93'
7388,['1718'],27.6CF0,泰,b'\xe6\xb3\xb0'
7388,['114'],27.592A,太,b'\xe5\xa4\xaa'
7389,['33023'],27.E96D,,b'\xee\xa5\xad'
7390,['12604'],27.7052,灒,b'\xe7\x81\x92'
7391,['32857'],27.E96E,,b'\xee\xa5\xae'
7392,['2676'],27.6E69,湩,b'\xe6\xb9\xa9'
7393,['6392'],27.6D1F,洟,b'\xe6\xb4\x9f'
7394,['3903'],27.6F78,潸,b'\xe6\xbd\xb8'
7395,['406'],27.6C57,汗,b'\xe6\xb1\x97'
7396,['974'],27.6CE3,泣,b'\xe6\xb3\xa3'
7397,['1720'],27.6D95,涕,b'\xe6\xb6\x95'
7398,['8055'],27.6E45,湅,b'\xe6\xb9\x85'
7399,['33114'],27.E96F,,b'\xee\xa5\xaf'
7400,['2667'],27.6E1D,渝,b'\xe6\xb8\x9d'
7401,['2653'],27.6E1B,減,b'\xe6\xb8\x9b'
7402,['3078'],27.6EC5,滅,b'\xe6\xbb\x85'
7403,['3525'],27.6F15,漕,b'\xe6\xbc\x95'
7404,['6016'],27.6CEE,泮,b'\xe6\xb3\xae'
7405,['3515'],27.6F0F,漏,b'\xe6\xbc\x8f'
7406,['9954'],27.6F92,澒,b'\xe6\xbe\x92'
7407,['2783'],27.840D,萍,b'\xe8\x90\x8d'
7408,['10572'],27.6FCA,濊,b'\xe6\xbf\x8a'
7409,['5735'],27.6C69,汩,b'\xe6\xb1\xa9'
7410,['12180'],27.703C,瀼,b'\xe7\x80\xbc'
7411,['9382'],27.6F19,漙,b'\xe6\xbc\x99'
7412,['414'],27.6C4D,汍,b'\xe6\xb1\x8d'
7413,['1002'],27.6CEF,泯,b'\xe6\xb3\xaf'
7414,['11874'],27.7023,瀣,b'\xe7\x80\xa3'
7415,['4925'],27.7018,瀘,b'\xe7\x80\x98'
7416,['4920'],27.701F,瀟,b'\xe7\x80\x9f'
7417,['4919'],27.701B,瀛,b'\xe7\x80\x9b'
7418,['8716'],27.6EC1,滁,b'\xe6\xbb\x81'
7419,['6401'],27.6D3A,洺,b'\xe6\xb4\xba'
7420,['3906'],27.6F7A,潺,b'\xe6\xbd\xba'
7421,['2675'],27.6E72,湲,b'\xe6\xb9\xb2'
7422,['4519'],27.6FE4,濤,b'\xe6\xbf\xa4'
7423,['9398'],27.6F35,漵,b'\xe6\xbc\xb5'
7424,['2643'],27.6E2F,港,b'\xe6\xb8\xaf'
7425,['11515'],27.7026,瀦,b'\xe7\x80\xa6'
7426,['33122'],27.E970,,b'\xee\xa5\xb0'
7427,['8047'],27.6DFC,淼,b'\xe6\xb7\xbc'
7428,['3899'],27.6F54,潔,b'\xe6\xbd\x94'
7429,['1736'],27.6D79,浹,b'\xe6\xb5\xb9'
7430,['3080'],27.6E98,溘,b'\xe6\xba\x98'
7431,['3913'],27.6F60,潠,b'\xe6\xbd\xa0'
7432,['2215'],27.6DAF,涯,b'\xe6\xb6\xaf'
7433,['6034'],27.6C9D,沝,b'\xe6\xb2\x9d'
7434,['1314'],27.E971,,b'\xee\xa5\xb1'
7434,['1314'],27.6D41,流,b'\xe6\xb5\x81'
7435,['1729'],27.E972,,b'\xee\xa5\xb2'
7435,['1729'],27.6D89,涉,b'\xe6\xb6\x89'
7436,['4924'],27.7015,瀕,b'\xe7\x80\x95'
7437,['5348'],27.9870,顰,b'\xe9\xa1\xb0'
7438,['19996'],27.F69C,,b'\xef\x9a\x9c'
7438,['1027'],27.753D,甽,b'\xe7\x94\xbd'
7438,['1361'],27.754E,畎,b'\xe7\x95\x8e'
7439,['20008'],27.F3D8,,b'\xef\x8f\x98'
7440,['9516'],27.7CBC,粼,b'\xe7\xb2\xbc'
7441,['53'],27.5DDD,川,b'\xe5\xb7\x9d'
7442,['5663'],27.5DE0,巠,b'\xe5\xb7\xa0'
7442,['5663'],27.E973,,b'\xee\xa5\xb3'
7443,['5522'],27.5DDF,巟,b'\xe5\xb7\x9f'
7444,['30836'],27.F093,,b'\xef\x82\x93'
7445,['28618'],27.F091,,b'\xef\x82\x91'
7446,['28614'],27.F07B,,b'\xef\x81\xbb'
7447,['1932'],27.9095,邕,b'\xe9\x82\x95'
7447,['1932'],27.E974,,b'\xee\xa5\xb4'
7448,['28613'],27.F69F,,b'\xef\x9a\x9f'
7449,['743'],27.4F83,侃,b'\xe4\xbe\x83'
7450,['374'],27.5DDE,州,b'\xe5\xb7\x9e'
7450,['374'],27.E975,,b'\xee\xa5\xb5'
7451,['1310'],27.6CC9,泉,b'\xe6\xb3\x89'
7452,['33062'],27.E976,,b'\xee\xa5\xb6'
7453,['13003'],27.7065,灥,b'\xe7\x81\xa5'
7454,['1552'],27.F0F7,,b'\xef\x83\xb7'
7454,['1552'],27.539F,原,b'\xe5\x8e\x9f'
7455,['255'],27.6C38,永,b'\xe6\xb0\xb8'
7456,['7587'],27.7F95,羕,b'\xe7\xbe\x95'
7457,['20172'],27.F5C9,,b'\xef\x97\x89'
7458,['44118'],27.F0B2,,b'\xef\x82\xb2'
7458,['1853'],27.8108,脈,b'\xe8\x84\x88'
7458,['44118'],27.E977,,b'\xee\xa5\xb7'
7459,['9009'],27.899B,覛,b'\xe8\xa6\x9b'
7459,['9009'],27.E978,,b'\xee\xa5\xb8'
7460,['697'],27.8C37,谷,b'\xe8\xb0\xb7'
7461,['4654'],27.8C3F,谿,b'\xe8\xb0\xbf'
7462,['4653'],27.8C41,豁,b'\xe8\xb1\x81'
7463,['11665'],27.8C42,豂,b'\xe8\xb1\x82'
7464,['12785'],27.8C45,豅,b'\xe8\xb1\x85'
7465,['7707'],27.8C39,谹,b'\xe8\xb0\xb9'
7466,['51137'],27.F0B1,,b'\xef\x82\xb1'
7466,['32761'],27.E979,,b'\xee\xa5\xb9'
7466,['4523'],27.6FEC,濬,b'\xe6\xbf\xac'
7467,['51127'],27.E97A,,b'\xee\xa5\xba'
7468,['20504'],27.F083,,b'\xef\x82\x83'
7469,['317'],27.51B0,冰,b'\xe5\x86\xb0'
7469,['4159'],27.51DD,凝,b'\xe5\x87\x9d'
7470,['3768'],27.51DC,凜,b'\xe5\x87\x9c'
7471,['6628'],27.51CA,凊,b'\xe5\x87\x8a'
7472,['1541'],27.51CD,凍,b'\xe5\x87\x8d'
7473,['35111'],27.E97B,,b'\xee\xa5\xbb'
7473,['1542'],27.51CC,凌,b'\xe5\x87\x8c'
7474,['9170'],27.51D8,凘,b'\xe5\x87\x98'
7475,['1544'],27.51CB,凋,b'\xe5\x87\x8b'
7476,['180'],27.51AC,冬,b'\xe5\x86\xac'
7476,['180'],27.E97C,,b'\xee\xa5\xbc'
7477,['485'],27.51B6,冶,b'\xe5\x86\xb6'
7478,['7790'],27.51D4,凔,b'\xe5\x87\x94'
7479,['486'],27.51B7,冷,b'\xe5\x86\xb7'
7480,['21704'],27.E97D,,b'\xee\xa5\xbd'
7481,['21709'],27.E97E,,b'\xee\xa5\xbe'
7482,['5602'],27.51B9,冹,b'\xe5\x86\xb9'
7483,['21694'],27.E97F,,b'\xee\xa5\xbf'
7484,['21735'],27.E980,,b'\xee\xa6\x80'
7485,['1102'],27.96E8,雨,b'\xe9\x9b\xa8'
7485,['1102'],27.F2F2,,b'\xef\x8b\xb2'
7486,['3346'],27.96F7,雷,b'\xe9\x9b\xb7'
7486,['3346'],27.EDA7,,b'\xee\xb6\xa7'
7486,['3346'],27.E983,,b'\xee\xa6\x83'
7486,['3346'],27.E984,,b'\xee\xa6\x84'
7487,['11736'],27.9723,霣,b'\xe9\x9c\xa3'
7487,['11736'],27.E985,,b'\xee\xa6\x85'
7488,['4113'],27.9706,霆,b'\xe9\x9c\x86'
7489,['10344'],27.9705,霅,b'\xe9\x9c\x85'
7490,['3347'],27.96FB,電,b'\xe9\x9b\xbb'
7490,['3347'],27.E986,,b'\xee\xa6\x86'
7491,['4114'],27.9707,震,b'\xe9\x9c\x87'
7491,['52801'],27.E987,,b'\xee\xa6\x87'
7492,['2441'],27.96EA,雪,b'\xe9\x9b\xaa'
7493,['4112'],27.9704,霄,b'\xe9\x9c\x84'
7494,['5124'],27.9730,霰,b'\xe9\x9c\xb0'
7494,['52551'],27.E989,,b'\xee\xa6\x89'
7495,['3348'],27.96F9,雹,b'\xe9\x9b\xb9'
7495,['3348'],27.E98A,,b'\xee\xa6\x8a'
7496,['11363'],27.971D,霝,b'\xe9\x9c\x9d'
7497,['52533'],27.E98B,,b'\xee\xa6\x8b'
7498,['3349'],27.96F6,零,b'\xe9\x9b\xb6'
7499,['52780'],27.E98C,,b'\xee\xa6\x8c'
7500,['11737'],27.9722,霢,b'\xe9\x9c\xa2'
7501,['10346'],27.9702,霂,b'\xe9\x9c\x82'
7502,['52746'],27.E98D,,b'\xee\xa6\x8d'
7503,['52585'],27.E98E,,b'\xee\xa6\x8e'
7504,['52710'],27.E98F,,b'\xee\xa6\x8f'
7505,['52562'],27.E990,,b'\xee\xa6\x90'
7506,['52645'],27.E991,,b'\xee\xa6\x91'
7507,['52661'],27.E992,,b'\xee\xa6\x92'
7508,['4410'],27.9716,霖,b'\xe9\x9c\x96'
7509,['52529'],27.E993,,b'\xee\xa6\x93'
7510,['52649'],27.E994,,b'\xee\xa6\x94'
7511,['52615'],27.E995,,b'\xee\xa6\x95'
7512,['52729'],27.E996,,b'\xee\xa6\x96'
7513,['4409'],27.9711,霑,b'\xe9\x9c\x91'
7514,['52624'],27.E997,,b'\xee\xa6\x97'
7515,['4865'],27.9724,霤,b'\xe9\x9c\xa4'
7516,['27484'],27.F656,,b'\xef\x99\x96'
7517,['52604'],27.F4C2,,b'\xef\x93\x82'
7518,['5264'],27.973D,霽,b'\xe9\x9c\xbd'
7519,['10914'],27.970B,霋,b'\xe9\x9c\x8b'
7520,['12054'],27.9729,霩,b'\xe9\x9c\xa9'
7521,['5201'],27.9732,露,b'\xe9\x9c\xb2'
7522,['4703'],27.971C,霜,b'\xe9\x9c\x9c'
7523,['52628'],27.E998,,b'\xee\xa6\x98'
7523,['9129'],27.96FA,雺,b'\xe9\x9b\xba'
7524,['5265'],27.973E,霾,b'\xe9\x9c\xbe'
7525,['12673'],27.973F,霿,b'\xe9\x9c\xbf'
7526,['4412'],27.9713,霓,b'\xe9\x9c\x93'
7527,['52666'],27.E999,,b'\xee\xa6\x99'
7528,['2442'],27.96E9,雩,b'\xe9\x9b\xa9'
7528,['46855'],27.E99A,,b'\xee\xa6\x9a'
7529,['3735'],27.9700,需,b'\xe9\x9c\x80'
7530,['52541'],27.E99B,,b'\xee\xa6\x9b'
7531,['4704'],27.971E,霞,b'\xe9\x9c\x9e'
7532,['4413'],27.970F,霏,b'\xe9\x9c\x8f'
7533,['4408'],27.970E,霎,b'\xe9\x9c\x8e'
7534,['52749'],27.E99C,,b'\xee\xa6\x9c'
7535,['5346'],27.9744,靄,b'\xe9\x9d\x84'
7536,['2908'],27.96F2,雲,b'\xe9\x9b\xb2'
7536,['73'],27.4E91,云,b'\xe4\xba\x91'
7537,['10915'],27.9712,霒,b'\xe9\x9c\x92'
7537,['20648'],27.F62D,,b'\xef\x98\xad'
7537,['20648'],27.E99D,,b'\xee\xa6\x9d'
7538,['2447'],27.9B5A,魚,b'\xe9\xad\x9a'
7539,['59389'],27.E99E,,b'\xee\xa6\x9e'
7539,['59137'],27.E99F,,b'\xee\xa6\x9f'
7540,['11412'],27.9B9E,鮞,b'\xe9\xae\x9e'
7541,['10951'],27.9B7C,魼,b'\xe9\xad\xbc'
7542,['59342'],27.E9A0,,b'\xee\xa6\xa0'
7543,['12543'],27.9C28,鰨,b'\xe9\xb0\xa8'
7544,['12804'],27.9C52,鱒,b'\xe9\xb1\x92'
7545,['59407'],27.E9A1,,b'\xee\xa6\xa1'
7546,['12538'],27.9C2B,鰫,b'\xe9\xb0\xab'
7547,['59285'],27.E9A2,,b'\xee\xa6\xa2'
7548,['4714'],27.9BAA,鮪,b'\xe9\xae\xaa'
7549,['59278'],27.E9A3,,b'\xee\xa6\xa3'
7550,['59061'],27.E9A4,,b'\xee\xa6\xa4'
7551,['11416'],27.9BA5,鮥,b'\xe9\xae\xa5'
7552,['4892'],27.9BC0,鯀,b'\xe9\xaf\x80'
7553,['5214'],27.9C25,鰥,b'\xe9\xb0\xa5'
7554,['4889'],27.9BC9,鯉,b'\xe9\xaf\x89'
7555,['12897'],27.9C63,鱣,b'\xe9\xb1\xa3'
7555,['59530'],27.E9A5,,b'\xee\xa6\xa5'
7556,['12699'],27.9C44,鱄,b'\xe9\xb1\x84'
7557,['11414'],27.9BA6,鮦,b'\xe9\xae\xa6'
7558,['59535'],27.E9A6,,b'\xee\xa6\xa6'
7559,['59363'],27.E9A7,,b'\xee\xa6\xa7'
7560,['12540'],27.9C1C,鰜,b'\xe9\xb0\x9c'
7561,['4891'],27.9BC8,鯈,b'\xe9\xaf\x88'
7562,['59088'],27.E9A8,,b'\xee\xa6\xa8'
7563,['59260'],27.E9A9,,b'\xee\xa6\xa9'
7563,['59282'],27.E9AA,,b'\xee\xa6\xaa'
7564,['10390'],27.9B74,魴,b'\xe9\xad\xb4'
7564,['59332'],27.E9AB,,b'\xee\xa6\xab'
7565,['12965'],27.9C6E,鱮,b'\xe9\xb1\xae'
7566,['5275'],27.9C31,鰱,b'\xe9\xb0\xb1'
7567,['59016'],27.E9AC,,b'\xee\xa6\xac'
7568,['59022'],27.E9AD,,b'\xee\xa6\xad'
7569,['10956'],27.9B92,鮒,b'\xe9\xae\x92'
7570,['59095'],27.E9AE,,b'\xee\xa6\xae'
7571,['59329'],27.E9AF,,b'\xee\xa6\xaf'
7572,['13046'],27.9C7A,鱺,b'\xe9\xb1\xba'
7573,['5277'],27.9C3B,鰻,b'\xe9\xb0\xbb'
7574,['59443'],27.E9B0,,b'\xee\xa6\xb0'
7575,['10952'],27.9B7E,魾,b'\xe9\xad\xbe'
7576,['12898'],27.9C67,鱧,b'\xe9\xb1\xa7'
7577,['59167'],27.E9B1,,b'\xee\xa6\xb1'
7578,['12964'],27.9C68,鱨,b'\xe9\xb1\xa8'
7579,['59404'],27.E9B2,,b'\xee\xa6\xb2'
7580,['12103'],27.9BE2,鯢,b'\xe9\xaf\xa2'
7581,['12703'],27.9C3C,鰼,b'\xe9\xb0\xbc'
7582,['59275'],27.E9B3,,b'\xee\xa6\xb3'
7583,['11779'],27.9BC7,鯇,b'\xe9\xaf\x87'
7584,['9766'],27.9B60,魠,b'\xe9\xad\xa0'
7585,['11418'],27.9B86,鮆,b'\xe9\xae\x86'
7586,['10948'],27.9B80,鮀,b'\xe9\xae\x80'
7587,['58978'],27.E9B4,,b'\xee\xa6\xb4'
7588,['59102'],27.E9B5,,b'\xee\xa6\xb5'
7588,['12352'],27.9C0B,鰋,b'\xe9\xb0\x8b'
7589,['59126'],27.E9B6,,b'\xee\xa6\xb6'
7590,['59504'],27.E9B7,,b'\xee\xa6\xb7'
7591,['59409'],27.E9B8,,b'\xee\xa6\xb8'
7592,['59325'],27.E9B9,,b'\xee\xa6\xb9'
7593,['59199'],27.E9BA,,b'\xee\xa6\xba'
7594,['5321'],27.9C56,鱖,b'\xe9\xb1\x96'
7595,['12098'],27.9BEB,鯫,b'\xe9\xaf\xab'
7596,['59414'],27.E9BB,,b'\xee\xa6\xbb'
7597,['11785'],27.9BB8,鮸,b'\xe9\xae\xb8'
7598,['10394'],27.9B75,魵,b'\xe9\xad\xb5'
7599,['59410'],27.E9BC,,b'\xee\xa6\xbc'
7600,['59357'],27.E9BD,,b'\xee\xa6\xbd'
7601,['12108'],27.9BDC,鯜,b'\xe9\xaf\x9c'
7602,['58929'],27.E9BE,,b'\xee\xa6\xbe'
7603,['59200'],27.E9BF,,b'\xee\xa6\xbf'
7604,['10392'],27.9B66,魦,b'\xe9\xad\xa6'
7605,['12994'],27.9C73,鱳,b'\xe9\xb1\xb3'
7606,['4712'],27.9BAE,鮮,b'\xe9\xae\xae'
7607,['12355'],27.9C05,鰅,b'\xe9\xb0\x85'
7608,['59379'],27.E9C0,,b'\xee\xa7\x80'
7609,['59239'],27.E9C1,,b'\xee\xa7\x81'
7609,['4890'],27.9BFD,鯽,b'\xe9\xaf\xbd'
7610,['10957'],27.9B90,鮐,b'\xe9\xae\x90'
7611,['58994'],27.E9C2,,b'\xee\xa7\x82'
7612,['12356'],27.9C12,鰒,b'\xe9\xb0\x92'
7613,['4713'],27.9BAB,鮫,b'\xe9\xae\xab'
7614,['59446'],27.E9C3,,b'\xee\xa7\x83'
7614,['5033'],27.9BE8,鯨,b'\xe9\xaf\xa8'
7615,['11783'],27.9BC1,鯁,b'\xe9\xaf\x81'
7616,['5320'],27.9C57,鱗,b'\xe9\xb1\x97'
7617,['58988'],27.E9C4,,b'\xee\xa7\x84'
7618,['12900'],27.9C62,鱢,b'\xe9\xb1\xa2'
7619,['11411'],27.9BA8,鮨,b'\xe9\xae\xa8'
7620,['59067'],27.F0D1,,b'\xef\x83\x91'
7621,['58952'],27.E9C5,,b'\xee\xa7\x85'
7622,['4439'],27.9B91,鮑,b'\xe9\xae\x91'
7623,['58997'],27.E9C6,,b'\xee\xa7\x86'
7624,['59284'],27.E9C7,,b'\xee\xa7\x87'
7625,['12539'],27.9C1D,鰝,b'\xe9\xb0\x9d'
7626,['12102'],27.9BE6,鯦,b'\xe9\xaf\xa6'
7627,['10389'],27.9B67,魧,b'\xe9\xad\xa7'
7628,['58972'],27.E9C8,,b'\xee\xa7\x88'
7629,['11410'],27.9B9A,鮚,b'\xe9\xae\x9a'
7630,['10949'],27.9B85,鮅,b'\xe9\xae\x85'
7631,['59523'],27.E9C9,,b'\xee\xa7\x89'
7632,['12357'],27.9BF8,鯸,b'\xe9\xaf\xb8'
7633,['5036'],27.9BDB,鯛,b'\xe9\xaf\x9b'
7634,['59164'],27.E9CA,,b'\xee\xa7\x8a'
7635,['58974'],27.E9CB,,b'\xee\xa7\x8b'
7636,['58925'],27.E9CC,,b'\xee\xa7\x8c'
7637,['12111'],27.9BD5,鯕,b'\xe9\xaf\x95'
7638,['11415'],27.9BA1,鮡,b'\xe9\xae\xa1'
7639,['58908'],27.E9CD,,b'\xee\xa7\x8d'
7640,['59536'],27.EDE6,,b'\xee\xb7\xa6'
7641,['12353'],27.9C08,鰈,b'\xe9\xb0\x88'
7642,['58940'],27.E9CF,,b'\xee\xa7\x8f'
7643,['12544'],27.9C29,鰩,b'\xe9\xb0\xa9'
7644,['59376'],27.F0AF,,b'\xef\x82\xaf'
7645,['3531'],27.E9D0,,b'\xee\xa7\x90'
7645,['3531'],27.6F01,漁,b'\xe6\xbc\x81'
7646,['4256'],27.71D5,燕,b'\xe7\x87\x95'
7647,['4448'],27.9F8D,龍,b'\xe9\xbe\x8d'
7648,['60444'],27.E9D1,,b'\xee\xa7\x91'
7649,['12732'],27.9F95,龕,b'\xe9\xbe\x95'
7650,['60432'],27.E9D2,,b'\xee\xa7\x92'
7651,['60443'],27.F137,,b'\xef\x84\xb7'
7652,['1500'],27.98DB,飛,b'\xe9\xa3\x9b'
7653,['56937'],27.F112,,b'\xef\x84\x92'
7653,['4598'],27.7FFC,翼,b'\xe7\xbf\xbc'
7654,['1104'],27.975E,非,b'\xe9\x9d\x9e'
7655,['52811'],27.E9D3,,b'\xee\xa7\x93'
7656,['5021'],27.9761,靡,b'\xe9\x9d\xa1'
7657,['4116'],27.9760,靠,b'\xe9\x9d\xa0'
7658,['53335'],27.E9D4,,b'\xee\xa7\x94'
7659,['20013'],27.F619,,b'\xef\x98\x99'
7660,['8749'],27.7162,煢,b'\xe7\x85\xa2'
7661,['20001'],27.F488,,b'\xef\x92\x88'
7661,['8462'],27.9CE6,鳦,b'\xe9\xb3\xa6'
7662,['116'],27.5B54,孔,b'\xe5\xad\x94'
7663,['728'],27.4E73,乳,b'\xe4\xb9\xb3'
7664,['66'],27.4E0D,不,b'\xe4\xb8\x8d'
7666,['437'],27.81F3,至,b'\xe8\x87\xb3'
7666,['437'],27.E9D5,,b'\xee\xa7\x95'
7667,['767'],27.5230,到,b'\xe5\x88\xb0'
7668,['4320'],27.81FB,臻,b'\xe8\x87\xbb'
7669,['41876'],27.E9D6,,b'\xee\xa7\x96'
7670,['3627'],27.81FA,臺,b'\xe8\x87\xba'
7671,['8249'],27.81F8,臸,b'\xe8\x87\xb8'
7672,['449'],27.897F,西,b'\xe8\xa5\xbf'
7672,['2622'],27.68F2,棲,b'\xe6\xa3\xb2'
7672,['449'],27.F12A,,b'\xef\x84\xaa'
7672,['449'],27.F453,,b'\xef\x91\x93'
7673,['41820'],27.E9D7,,b'\xee\xa7\x97'
7674,['2449'],27.9E75,鹵,b'\xe9\xb9\xb5'
7675,['12570'],27.9E7A,鹺,b'\xe9\xb9\xba'
7676,['5135'],27.9E79,鹹,b'\xe9\xb9\xb9'
7677,['5356'],27.9E7D,鹽,b'\xe9\xb9\xbd'
7678,['11544'],27.76EC,盬,b'\xe7\x9b\xac'
7679,['5355'],27.9E7C,鹼,b'\xe9\xb9\xbc'
7680,['128'],27.6236,戶,b'\xe6\x88\xb6'
7680,['36599'],27.EF11,,b'\xee\xbc\x91'
7681,['2567'],27.6249,扉,b'\xe6\x89\x89'
7682,['1649'],27.6247,扇,b'\xe6\x89\x87'
7683,['896'],27.623F,房,b'\xe6\x88\xbf'
7684,['36594'],27.E9DA,,b'\xee\xa7\x9a'
7685,['36588'],27.F110,,b'\xef\x84\x90'
7686,['45384'],27.F4AA,,b'\xef\x92\xaa'
7687,['6736'],27.6246,扆,b'\xe6\x89\x86'
7688,['36607'],27.E9DB,,b'\xee\xa7\x9b'
7689,['6300'],27.6243,扃,b'\xe6\x89\x83'
7690,['1094'],27.9580,門,b'\xe9\x96\x80'
7691,['10908'],27.95B6,閶,b'\xe9\x96\xb6'
7692,['4698'],27.95C8,闈,b'\xe9\x97\x88'
7693,['54619'],27.E9DC,,b'\xee\xa7\x9c'
7694,['2892'],27.958E,閎,b'\xe9\x96\x8e'
7695,['3725'],27.95A8,閨,b'\xe9\x96\xa8'
7696,['3729'],27.95A4,閤,b'\xe9\x96\xa4'
7697,['11726'],27.95D2,闒,b'\xe9\x97\x92'
7698,['7763'],27.9588,閈,b'\xe9\x96\x88'
7699,['4110'],27.95AD,閭,b'\xe9\x96\xad'
7700,['4403'],27.95BB,閻,b'\xe9\x96\xbb'
7700,['11832'],27.58DB,壛,b'\xe5\xa3\x9b'
7701,['12316'],27.95E0,闠,b'\xe9\x97\xa0'
7702,['11353'],27.95C9,闉,b'\xe9\x97\x89'
7703,['10904'],27.95CD,闍,b'\xe9\x97\x8d'
7704,['4859'],27.95D5,闕,b'\xe9\x97\x95'
7705,['9122'],27.959E,閞,b'\xe9\x96\x9e'
7706,['54338'],27.E9DD,,b'\xee\xa7\x9d'
7707,['4856'],27.95D4,闔,b'\xe9\x97\x94'
7708,['11728'],27.95D1,闑,b'\xe9\x97\x91'
7709,['10905'],27.95BE,閾,b'\xe9\x96\xbe'
7709,['54541'],27.E9DE,,b'\xee\xa7\x9e'
7710,['10337'],27.95AC,閬,b'\xe9\x96\xac'
7711,['5198'],27.95E2,闢,b'\xe9\x97\xa2'
7711,['5198'],27.E9DF,,b'\xee\xa7\x9f'
7712,['54539'],27.E9E0,,b'\xee\xa7\xa0'
7713,['5123'],27.95E1,闡,b'\xe9\x97\xa1'
7714,['2888'],27.958B,開,b'\xe9\x96\x8b'
7714,['2888'],27.E9E1,,b'\xee\xa7\xa1'
7715,['11727'],27.95D3,闓,b'\xe9\x97\x93'
7716,['9121'],27.959C,閜,b'\xe9\x96\x9c'
7717,['3338'],27.9598,閘,b'\xe9\x96\x98'
7718,['9120'],27.959F,閟,b'\xe9\x96\x9f'
7719,['3727'],27.95A3,閣,b'\xe9\x96\xa3'
7720,['2891'],27.9592,閒,b'\xe9\x96\x92'
7720,['54369'],27.EDA5,,b'\xee\xb6\xa5'
7721,['54462'],27.E9E3,,b'\xee\xa7\xa3'
7722,['10903'],27.95BC,閼,b'\xe9\x96\xbc'
