字體編號,楷書字體編號,楷書字型
27.E9B2,7.E90F,鱏
27.9BE2,0.9BE2,鯢
27.9C3C,0.9C3C,鰼
27.E9B3,7.E88E,鰌
27.9BC7,0.9BC7,鯇
27.9B60,0.9B60,魠
27.9B86,0.9B86,鮆
27.9B80,0.9B80,鮀
27.E9B4,7.E765,鮎
27.E9B5,7.E7E1,𩷑
27.9C0B,0.9C0B,鰋
27.E9B6,7.E7F9,鮷
27.E9B7,7.E973,䲚
27.E9B8,7.E914,𩻛
27.E9B9,7.E8C0,䱵
27.E9BA,7.E842,䱤
27.9C56,0.9C56,鱖
27.9BEB,0.9BEB,鯫
27.E9BB,7.E919,鱓
27.9BB8,0.9BB8,鮸
27.9B75,0.9B75,魵
27.E9BC,7.E915,䲐
27.E9BD,7.E8E0,鰸
27.9BDC,0.9BDC,鯜
27.E9BE,7.E734,䰽
27.E9BF,7.E843,䱡
27.9B66,0.9B66,魦
27.9C73,0.9C73,鱳
27.9BAE,0.9BAE,鮮
27.9C05,0.9C05,鰅
27.E9C0,7.E8F6,鱅
27.E9C1,7.E86A,鰂
27.9BFD,0.9BFD,鯽
27.9B90,0.9B90,鮐
27.E9C2,7.E775,鮊
27.9C12,0.9C12,鰒
27.9BAB,0.9BAB,鮫
27.E9C3,7.E939,䲔
27.9BE8,0.9BE8,鯨
27.9BC1,0.9BC1,鯁
27.9C57,0.9C57,鱗
27.E9C4,7.E76F,鮏
27.9C62,0.9C62,鱢
27.9BA8,0.9BA8,鮨
27.F0D1,0.F0D1,鮺
27.E9C5,7.E74B,䰼
27.9B91,0.9B91,鮑
27.E9C6,7.E778,魿
27.E9C7,7.E897,鰕
27.9C1D,0.9C1D,鰝
27.9BE6,0.9BE6,鯦
27.9B67,0.9B67,魧
27.E9C8,7.E75F,𩶁
27.9B9A,0.9B9A,鮚
27.9B85,0.9B85,鮅
27.E9C9,7.E986,𩽩
27.9BF8,0.9BF8,鯸
27.9BDB,0.9BDB,鯛
27.E9CA,7.E81F,𩷹
27.E9CB,7.E761,鮁
27.E9CC,7.E730,𩵩
27.9BD5,0.9BD5,鯕
27.9BA1,0.9BA1,鮡
27.E9CD,7.E71F,𩵏
27.EDE6,0.EDE6,鱻
27.9C08,0.9C08,鰈
27.E9CF,7.E73F,魮
27.9C29,0.9C29,鰩
27.F0AF,0.F0AF,𩺰
27.E9D0,0.6F01,漁
27.6F01,0.6F01,漁
27.71D5,0.71D5,燕
27.9F8D,0.9F8D,龍
27.E9D1,7.ED1F,龗
27.9F95,0.9F95,龕
27.E9D2,7.ED13,䶬
27.F137,0.F137,龖
27.98DB,0.98DB,飛
27.F112,0.F112,𩙺
27.7FFC,0.7FFC,翼
27.975E,0.975E,非
27.E9D3,6.E797,䨽
27.9761,0.9761,靡
27.9760,0.9760,靠
27.E9D4,6.E9A3,𨻼
27.F619,0.F619,卂
27.7162,0.7162,煢
27.F488,0.F488,𠃉
27.9CE6,0.9CE6,鳦
27.5B54,0.5B54,孔
27.4E73,0.4E73,乳
27.4E0D,0.4E0D,不
27.81F3,0.81F3,至
27.E9D5,0.81F3,至
27.5230,0.5230,到
27.81FB,0.81FB,臻
27.E9D6,4.ED72,𦥊
27.81FA,0.81FA,臺
27.81F8,0.81F8,臸
27.897F,0.897F,西
27.68F2,0.68F2,棲
27.F12A,0.897F,西
27.F453,0.897F,西
27.E9D7,4.ED3A,䙵
27.9E75,0.9E75,鹵
27.9E7A,0.9E7A,鹺
27.9E79,0.9E79,鹹
27.9E7D,0.9E7D,鹽
27.76EC,0.76EC,盬
27.9E7C,0.9E7C,鹼
27.6236,0.6236,戶
27.EF11,0.EF11,㦿
27.6249,0.6249,扉
27.6247,0.6247,扇
27.623F,0.623F,房
27.E9DA,3.F119,戻
27.F110,0.F110,戹
27.F4AA,0.F4AA,肁
27.6246,0.6246,扆
27.E9DB,3.F126,㧁
27.6243,0.6243,扃
27.9580,0.9580,門
27.95B6,0.95B6,閶
27.95C8,0.95C8,闈
27.E9DC,6.EEA7,䦲
27.958E,0.958E,閎
27.95A8,0.95A8,閨
27.95A4,0.95A4,閤
27.95D2,0.95D2,闒
27.9588,0.9588,閈
27.95AD,0.95AD,閭
27.95BB,0.95BB,閻
27.58DB,0.58DB,壛
27.95E0,0.95E0,闠
27.95C9,0.95C9,闉
27.95CD,0.95CD,闍
27.95D5,0.95D5,闕
27.959E,0.959E,閞
27.E9DD,6.ED8E,䦏
27.95D4,0.95D4,闔
27.95D1,0.95D1,闑
27.95BE,0.95BE,閾
27.E9DE,6.EE59,𨵨
27.95AC,0.95AC,閬
27.95E2,0.95E2,闢
27.E9DF,0.95E2,闢
27.E9E0,6.EE57,䦱
27.95E1,0.95E1,闡
27.958B,0.958B,開
27.E9E1,0.958B,開
27.95D3,0.95D3,闓
27.959C,0.959C,閜
27.9598,0.9598,閘
27.959F,0.959F,閟
27.95A3,0.95A3,閣
27.9592,0.9592,閒
27.EDA5,0.EDA5,𨳿
27.E9E3,6.EE0A,𨵌
27.95BC,0.95BC,閼
27.E9E4,6.EEBB,𨷱
27.E9E5,6.EE4C,䦪
27.E9E6,6.EE9B,䦳
27.95CC,0.95CC,闌
27.9591,0.9591,閑
27.9589,0.9589,閉
27.95A1,0.95A1,閡
27.95C7,0.95C7,闇
27.95DC,0.95DC,關
27.E9E7,6.EEBC,𨷲
27.95D0,0.95D0,闐
27.95DB,0.95DB,闛
27.95B9,0.95B9,閹
27.95BD,0.95BD,閽
27.95DA,0.95DA,闚
27.E9E8,6.EEC2,𨷻
27.F4A4,0.F4A4,𨳌
27.9583,0.9583,閃
27.95B1,0.95B1,閱
27.95CB,0.95CB,闋
27.95DE,0.95DE,闞
27.95CA,0.95CA,闊
27.9594,0.9594,閔
27.E9E9,3.F360,𢞰
27.95D6,0.95D6,闖
27.95E4,0.95E4,闤
27.95E5,0.95E5,闥
27.958C,0.958C,閌
27.95A5,0.95A5,閥
27.95C3,0.95C3,闃
27.8033,0.8033,耳
27.8034,0.8034,耴
27.E9EA,4.EC74,𦕒
27.803D,0.803D,耽
27.8043,0.8043,聃
27.E9EB,4.EC72,𦕐
27.8078,0.8078,聸
27.803F,0.803F,耿
27.806F,0.806F,聯
27.804A,0.804A,聊
27.8056,0.8056,聖
27.8070,0.8070,聰
27.807D,0.807D,聽
27.8046,0.8046,聆
27.8077,0.8077,職
27.8052,0.8052,聒
27.E9EC,4.ECC0,聥
27.8072,0.8072,聲
27.805E,0.805E,聞
27.E9ED,4.ECB0,䎽
27.8058,0.8058,聘
27.807E,0.807E,聾
27.8073,0.8073,聳
27.E9EE,4.ECDA,䏁
27.8075,0.8075,聵
27.E9EF,4.ECBA,𦖥
27.E9F0,4.EC81,聉
27.E9F1,4.ED15,𦘍
27.E9F2,4.EC77,聅
27.805D,0.805D,聝
27.9998,0.9998,馘
27.E9F3,4.EC6C,䎳
27.E9F4,4.ECE6,𦗕
27.8039,0.8039,耹
27.8051,0.8051,聑
27.8076,0.8076,聶
27.8071,0.8071,聱
27.F68D,0.F68D,𦣞
27.9824,0.9824,頤
27.E9F5,0.9824,頤
27.F0A4,0.F0A4,巸
27.623A,0.623A,戺
27.624B,0.624B,手
27.E9F6,0.624B,手
27.638C,0.638C,掌
27.62C7,0.62C7,拇
27.6307,0.6307,指
27.62F3,0.62F3,拳
27.E9F7,3.E606,𢯲
27.6515,0.6515,攕
27.63F1,0.63F1,揱
27.6473,0.6473,摳
27.6510,0.6510,攐
27.E9F8,3.E706,撎
27.63D6,0.63D6,揖
27.6518,0.6518,攘
27.62F1,0.62F1,拱
27.64BF,0.64BF,撿
27.E9F9,0.62DC,拜
27.62DC,0.62DC,拜
27.E9FA,0.62DC,拜
27.E9FB,3.E5FB,捾
27.642F,0.642F,搯
27.63A8,0.63A8,推
27.6358,0.6358,捘
27.6392,0.6392,排
27.64E0,0.64E0,擠
27.62B5,0.62B5,抵
27.6467,0.6467,摧
27.62C9,0.62C9,拉
27.632B,0.632B,挫
27.6276,0.6276,扶
27.E9FC,2.F495,𢻳
27.E9FD,3.E4DC,𢪇
27.6301,0.6301,持
27.6308,0.6308,挈
27.62D1,0.62D1,拑
27.63F2,0.63F2,揲
27.646F,0.646F,摯
27.64CD,0.64CD,操
27.E9FE,3.E7E1,㩴
27.E9FF,3.E5EA,捦
27.EA00,3.E745,㩒
27.640F,0.640F,搏
27.64DA,0.64DA,據
27.651D,0.651D,攝
27.62A9,0.62A9,抩
27.62AA,0.62AA,抪
27.633E,0.633E,挾
27.636B,0.636B,捫
27.EA01,3.E770,擥
27.64F8,0.64F8,擸
27.63E1,0.63E1,握
27.EA02,0.63E1,握
27.64A3,0.64A3,撣
27.628A,0.628A,把
27.6439,0.6439,搹
27.627C,0.627C,扼
27.62CF,0.62CF,拏
27.651C,0.651C,攜
27.63D0,0.63D0,提
27.EA04,3.E589,𢬴
27.62C8,0.62C8,拈
27.645B,0.645B,摛
27.6368,0.6368,捨
27.64EB,0.64EB,擫
27.6309,0.6309,按
27.63A7,0.63A7,控
27.63D7,0.63D7,揗
27.63BE,0.63BE,掾
27.EA05,3.E547,𢫦
27.62CA,0.62CA,拊
27.638A,0.638A,掊
27.634B,0.634B,捋
27.64A9,0.64A9,撩
27.63AA,0.63AA,措
27.63D2,0.63D2,插
27.6384,0.6384,掄
27.64C7,0.64C7,擇
27.6349,0.6349,捉
27.6424,0.6424,搤
27.633B,0.633B,挻
27.63C3,0.63C3,揃
27.6423,0.6423,搣
27.EA06,3.E553,㧗
27.63E4,0.63E4,揤
27.637D,0.637D,捽
27.64AE,0.64AE,撮
27.EA07,3.E65F,𢱬
27.EA08,3.E6BE,摕
27.EA09,3.E637,𢰂
27.634A,0.634A,捊
27.62B1,0.62B1,抱
27.63DC,0.63DC,揜
27.6388,0.6388,授
27.627F,0.627F,承
27.630B,0.630B,挋
27.EA0A,3.E6BC,㨷
27.6529,0.6529,攩
27.63A5,0.63A5,接
27.EA0B,3.E4E1,㧊
27.630F,0.630F,挏
27.62DB,0.62DB,招
27.64AB,0.64AB,撫
27.EA0C,5.F777,𨑑
27.EA0D,3.E5F1,捪
27.63E3,0.63E3,揣
27.EA0E,3.E51A,抧
27.645C,0.645C,摜
27.6295,0.6295,投
27.64FF,0.64FF,擿
27.6414,0.6414,搔
27.6274,0.6274,扴
27.647D,0.647D,摽
27.6311,0.6311,挑
27.6289,0.6289,抉
27.6493,0.6493,撓
27.64FE,0.64FE,擾
27.6336,0.6336,挶
27.636E,0.636E,据
27.64D6,0.64D6,擖
27.6458,0.6458,摘
27.6433,0.6433,搳
27.EA0F,3.E6AA,㨻
27.62F9,0.62F9,拹
27.647A,0.647A,摺
27.645F,0.645F,摟
27.628E,0.628E,抎
27.62AB,0.62AB,披
27.EA10,4.E83E,𤸪
27.EA11,3.E539,㧘
27.6389,0.6389,掉
27.6416,0.6416,搖
27.EA12,3.E699,搈
27.EA13,3.E6FF,𢴧
27.63C2,0.63C2,揂
27.6394,0.6394,掔
27.6340,0.6340,捀
27.EA14,3.E7CF,𢹏
27.63DA,0.63DA,揚
27.EA15,0.63DA,揚
27.8209,0.8209,舉
27.6380,0.6380,掀
27.63ED,0.63ED,揭
27.EA16,3.E4F3,抍
27.649C,0.649C,撜
27.632F,0.632F,振
27.625B,0.625B,扛
27.626E,0.626E,扮
27.649F,0.649F,撟
27.634E,0.634E,捎
27.64C1,0.64C1,擁
27.64E9,0.64E9,擩
27.63C4,0.63C4,揄
27.642B,0.642B,搫
27.64ED,0.64ED,擭
27.62DA,0.62DA,拚
27.64C5,0.64C5,擅
27.63C6,0.63C6,揆
27.64EC,0.64EC,擬
27.640D,0.640D,損
27.5931,0.5931,失
27.6329,0.6329,挩
27.64A5,0.64A5,撥
27.6339,0.6339,挹
27.6292,0.6292,抒
27.62AF,0.62AF,抯
27.652B,0.652B,攫
27.EA17,3.E4D1,扟
27.62D3,0.62D3,拓
27.646D,0.646D,摭
27.EA18,3.E7CA,攈
27.62FE,0.62FE,拾
27.6387,0.6387,掇
27.64D0,0.64D0,擐
27.63EF,0.63EF,揯
27.644D,0.644D,摍
27.EA19,3.E677,㨜
27.63F4,0.63F4,援
27.EDEC,0.EDEC,㨨
27.62BD,0.62BD,抽
27.EA1B,3.E59B,𢭆
27.64E2,0.64E2,擢
27.62D4,0.62D4,拔
27.63E0,0.63E0,揠
27.64E3,0.64E3,擣
27.6523,0.6523,攣
27.633A,0.633A,挺
27.EC0A,3.E72D,㩃
27.63A2,0.63A2,探
27.64A2,0.64A2,撢
27.637C,0.637C,捼
27.6487,0.6487,撇
27.EA1C,3.E619,㨔
27.6426,0.6426,搦
27.638E,0.638E,掎
27.63EE,0.63EE,揮
27.6469,0.6469,摩
27.EA1D,3.E687,𢱧
27.652A,0.652A,攪
27.EA1E,3.E66B,搑
27.649E,0.649E,撞
27.EA1F,3.E558,㧢
27.6254,0.6254,扔
27.62EC,0.62EC,括
27.EA20,3.E50F,抲
27.64D8,0.64D8,擘
27.649D,0.649D,撝
27.6347,0.6347,捇
27.6250,0.6250,扐
27.6280,0.6280,技
27.6479,0.6479,摹
27.62D9,0.62D9,拙
27.EA21,3.E5E0,㧺
27.6476,0.6476,摶
27.EA22,3.E67D,㨡
27.6344,0.6344,捄
27.62EE,0.62EE,拮
27.6430,0.6430,搰
27.6398,0.6398,掘
27.63A9,0.63A9,掩
27.6461,0.6461,摡
27.63DF,0.63DF,揟
27.64AD,0.64AD,播
27.EA23,2.F58A,𢿥
27.6303,0.6303,挃
27.EA24,3.E676,㨖
27.6264,0.6264,扤
27.6288,0.6288,抈
27.644E,0.644E,摎
27.64BB,0.64BB,撻
27.EA25,6.E0AA,𨘈
27.EA26,3.E5C2,掕
27.62A8,0.62A8,抨
27.6372,0.6372,捲
27.6271,0.6271,扱
27.6477,0.6477,摷
27.6328,0.6328,挨
27.64B2,0.64B2,撲
27.64BD,0.64BD,撽
27.625A,0.625A,扚
27.62B6,0.62B6,抶
27.627A,0.627A,扺
27.62B0,0.62B0,抰
27.EA28,3.E632,㨐
27.636D,0.636D,捭
27.6376,0.6376,捶
27.6409,0.6409,搉
27.646C,0.646C,摬
27.62C2,0.62C2,拂
27.EA29,3.E6C5,摼
27.628C,0.628C,抌
27.EA2A,3.E73B,㩓
27.64CA,0.64CA,擊
27.625E,0.625E,扞
27.6297,0.6297,抗
27.676D,0.676D,杭
27.6355,0.6355,捕
27.7C0E,0.7C0E,簎
27.649A,0.649A,撚
27.6302,0.6302,挂
27.EA2B,3.E52C,拕
27.6348,0.6348,捈
27.62B4,0.62B4,抴
27.63D9,0.63D9,揙
27.6485,0.6485,撅
27.650E,0.650E,攎
27.6310,0.6310,挐
27.6435,0.6435,搵
27.6412,0.6412,搒
27.630C,0.630C,挌
27.62F2,0.62F2,拲
27.EA2C,2.EC76,㭟
27.63AB,0.63AB,掫
27.6350,0.6350,捐
27.63A4,0.63A4,掤
27.625C,0.625C,扜
27.EA2D,7.E9B5,𪎮
27.6377,0.6377,捷
27.6263,0.6263,扣
27.638D,0.638D,掍
27.641C,0.641C,搜
27.63DB,0.63DB,換
27.6396,0.6396,掖
27.6466,0.6466,摦
27.6519,0.6519,攙
27.6422,0.6422,搢
27.63A0,0.63A0,掠
27.6390,0.6390,掐
27.637B,0.637B,捻
27.62D7,0.62D7,拗
27.6475,0.6475,摵
27.634C,0.634C,捌
27.6524,0.6524,攤
27.62CB,0.62CB,拋
27.6474,0.6474,摴
27.6253,0.6253,打
27.F485,0.F485,𠦬
27.810A,0.810A,脊
27.5973,0.5973,女
27.59D3,0.59D3,姓
27.59DC,0.59DC,姜
27.59EC,0.59EC,姬
27.59DE,0.59DE,姞
27.5B34,0.5B34,嬴
27.59DA,0.59DA,姚
27.5AAF,0.5AAF,媯
27.5998,0.5998,妘
27.EA2E,2.E90B,㜏
27.59FA,0.59FA,姺
27.EA2F,2.E97D,㜣
27.EA30,2.E7C3,𡚽
27.5A38,0.5A38,娸
27.597C,0.597C,奼
27.5A92,0.5A92,媒
27.5981,0.5981,妁
27.5AC1,0.5AC1,嫁
27.5A36,0.5A36,娶
27.5A5A,0.5A5A,婚
27.EDF8,0.805E,聞
27.59FB,0.59FB,姻
27.EA31,2.E8D4,婣
27.59BB,0.59BB,妻
27.EA32,0.59BB,妻
27.5A66,0.5A66,婦
27.5983,0.5983,妃
27.5AB2,0.5AB2,媲
27.598A,0.598A,妊
27.5A20,0.5A20,娠
27.5AB0,0.5AB0,媰
27.5B14,0.5B14,嬔
27.5ADB,0.5ADB,嫛
27.5A57,0.5A57,婗
27.6BCD,0.6BCD,母
27.5AD7,0.5AD7,嫗
27.5ABC,0.5ABC,媼
27.59C1,0.59C1,姁
27.59D0,0.59D0,姐
27.59D1,0.59D1,姑
27.5A01,0.5A01,威
27.59A3,0.59A3,妣
27.EA34,0.59A3,妣
27.59CA,0.59CA,姊
27.59B9,0.59B9,妹
27.5A23,0.5A23,娣
27.5AA6,0.5AA6,媦
27.5AC2,0.5AC2,嫂
27.59EA,0.59EA,姪
27.59E8,0.59E8,姨
27.EA35,2.E7F0,妿
27.EA36,2.E850,娒
27.5ABE,0.5ABE,媾
27.59FC,0.59FC,姼
27.EA37,2.E7BC,𡚼
27.EA38,2.E7D2,妭
27.EA39,2.E916,㜎
27.5A62,0.5A62,婢
27.5974,0.5974,奴
27.EA3A,2.E790,㚢
27.EA3B,2.E799,㚤
27.5A8A,0.5A8A,媊
27.5AA7,0.5AA7,媧
27.EA3C,2.E98C,𡢓
27.5A00,0.5A00,娀
27.5A25,0.5A25,娥
27.5AC4,0.5AC4,嫄
27.5B3F,0.5B3F,嬿
27.EA3D,2.E7CC,妸
27.5B03,0.5B03,嬃
27.5A55,0.5A55,婕
27.EA3E,2.E999,嬩
27.EA3F,2.E9EC,孁
27.5AFD,0.5AFD,嫽
27.EA40,2.E81F,㛄
27.5A64,0.5A64,婤
27.59F6,0.59F6,姶
27.5980,0.5980,妀
27.59B5,0.59B5,妵
27.EA41,2.E79E,𡚮
27.EA42,2.E7FB,㛅
27.59CB,0.59CB,始
27.5A9A,0.5A9A,媚
27.5AF5,0.5AF5,嫵
27.5A84,0.5A84,媄
27.EA44,2.E91E,㜅
27.5AF7,0.5AF7,嫷
27.59DD,0.59DD,姝
27.597D,0.597D,好
27.EA45,2.E9E0,嬹
27.5B2E,0.5B2E,嬮
27.EA46,2.E7BE,𡚾
27.59E3,0.59E3,姣
27.5B3D,0.5B3D,嬽
27.EA47,2.E85A,娧
27.5A8C,0.5A8C,媌
27.5AFF,0.5AFF,嫿
27.5A60,0.5A60,婠
27.5A19,0.5A19,娙
27.EA48,2.E9FC,㜺
27.EA49,2.E976,𡡗
28.5B4C,0.5B4C,孌
27.59B4,0.59B4,妴
27.5A49,0.5A49,婉
27.59DB,0.59DB,姛
27.5AE3,0.5AE3,嫣
27.59CC,0.59CC,姌
27.5ACB,0.5ACB,嫋
27.5B45,0.5B45,孅
27.5AC7,0.5AC7,嫇
27.5AB1,0.5AB1,媱
27.5B1B,0.5B1B,嬛
27.59FD,0.59FD,姽
27.59D4,0.59D4,委
27.5A50,0.5A50,婐
27.EA4A,2.E7B1,𡛖
27.EA4B,2.E7D5,㚲
27.EA4C,2.E89C,𡝫
27.5997,0.5997,妗
27.EA4D,2.E9EE,孂
27.5A67,0.5A67,婧
27.EA4E,2.E7A7,妌
27.EA4F,2.E7BB,姂
27.5AD9,0.5AD9,嫙
27.EA50,7.EC1E,䶒
27.59E1,0.59E1,姡
27.5B25,0.5B25,嬥
27.5AE2,0.5AE2,嫢
27.5A9E,0.5A9E,媞
27.5A7A,0.5A7A,婺
27.5AFA,0.5AFA,嫺
27.5A90,0.5A90,媐
27.5A5C,0.5A5C,婜
27.5A1B,0.5A1B,娛
27.5A2D,0.5A2D,娭
27.EA52,2.E8B2,媅
27.5A13,0.5A13,娓
27.5AE1,0.5AE1,嫡
27.5B4E,0.5B4E,孎
27.EA53,2.E925,𡟰
27.5A95,0.5A95,媕
27.EA54,2.E8EF,媣
27.5AE5,0.5AE5,嫥
27.5982,0.5982,如
27.EA55,2.E92F,嫧
27.5A15,0.5A15,娕
27.5B10,0.5B10,嬐
27.5B2A,0.5B2A,嬪
27.EA56,2.E933,𡠗
27.EA57,2.E886,㛥
27.F684,0.F684,妟
27.5B17,0.5B17,嬗
27.5AF4,0.5AF4,嫴
27.5ABB,0.5ABB,媻
27.5A11,0.5A11,娑
27.59F7,0.59F7,姷
27.4F91,0.4F91,侑
27.EA58,2.E81C,姰
27.EA59,2.E803,姕
27.5993,0.5993,妓
27.5B30,0.5B30,嬰
27.EA5A,2.E7D6,𡛝
27.5A9B,0.5A9B,媛
27.5A09,0.5A09,娉
27.EA5B,2.E8A1,娽
27.599D,0.599D,妝
27.5A9F,0.5A9F,媟
27.EA5C,2.E9CC,嬻
27.EA5D,4.EA9E,䆯
27.5B16,0.5B16,嬖
27.EA5E,2.E98B,𡢖
27.598E,0.598E,妎
27.5992,0.5992,妒
27.5AA2,0.5AA2,媢
27.EA5F,0.5996,妖
27.4F5E,0.4F5E,佞
27.5AC8,0.5AC8,嫈
27.5AEA,0.5AEA,嫪
27.5A5F,0.5A5F,婟
27.59FF,0.59FF,姿
27.EA60,2.E941,㜘
27.59A8,0.59A8,妨
27.5984,0.5984,妄
27.5AAE,0.5AAE,媮
27.EA61,2.E824,𡜂
27.EA62,2.E843,娋
27.EA63,2.E828,㛆
27.59AF,0.59AF,妯
27.5ACC,0.5ACC,嫌
27.EA64,2.E8C2,𡞞
27.5A7C,0.5A7C,婼
27.5A5E,0.5A5E,婞
27.5AF3,0.5AF3,嫳
27.5AF8,0.5AF8,嫸
27.EA65,2.E8A8,娺
27.EA66,2.E94D,㜝
27.EA67,2.E867,娿
27.598D,0.598D,妍
27.5A03,0.5A03,娃
27.EA68,2.E8F8,𡟨
27.EA69,2.E7C4,妜
27.5B48,0.5B48,孈
27.EA6A,2.E8FD,㜇
27.EA6B,2.E971,嫼
27.EA6C,2.E7D4,𡛟
27.5AD6,0.5AD6,嫖
27.EA6D,2.E85B,㛗
27.59CE,0.59CE,姎
27.EA6E,2.E8F7,媁
27.EA6F,2.E88B,婎
27.5A39,0.5A39,娹
27.5AA5,0.5AA5,媥
27.5ADA,0.5ADA,嫚
27.EA70,2.E8CD,㛼
27.5B2C,0.5B2C,嬬
27.EA71,2.E83F,娝
27.5B2F,0.5B2F,嬯
27.EA72,2.E962,㜤
27.EA73,2.E959,㜗
27.5A6A,0.5A6A,婪
27.5B3E,0.5B3E,嬾
27.5A41,0.5A41,婁
27.EA74,0.5A41,婁
27.EA75,2.E832,娎
27.EA76,2.E840,㛍
27.5B08,0.5B08,嬈
27.EA77,2.E99C,𡢕
27.59CD,0.59CD,姍
27.EA78,2.E8DD,𡞜
27.5AEB,0.5AEB,嫫
27.5A53,0.5A53,婓
27.5B43,0.5B43,孃
27.EA79,2.E99F,嬒
27.EA7A,2.E8BD,媆
27.EA7B,2.E878,㛪
27.EA7C,2.E9B5,㜮
27.EA7D,2.E935,嫯
27.5A6C,0.5A6C,婬
27.59D8,0.59D8,姘
27.5978,0.5978,奸
27.59C5,0.59C5,姅
27.5A17,0.5A17,娗
27.5A65,0.5A65,婥
27.5A37,0.5A37,娷
27.EA7E,2.E8FC,㛴
27.5ABF,0.5ABF,媿
27.6127,0.6127,愧
27.597B,0.597B,奻
27.59E6,0.59E6,姦
27.EA7F,3.F23F,𢙶
27.5B19,0.5B19,嬙
27.59B2,0.59B2,妲
27.5B0C,0.5B0C,嬌
27.5B0B,0.5B0B,嬋
27.5A1F,0.5A1F,娟
27.5AE0,0.5AE0,嫠
27.59E4,0.59E4,姤
27.6BCB,0.6BCB,毋
27.6BD0,0.6BD0,毐
27.6C11,0.6C11,民
27.EA80,0.6C11,民
27.6C13,0.6C13,氓
27.F4E1,0.F4E1,丿
27.4E42,0.4E42,乂
27.5208,0.5208,刈
27.5F17,0.5F17,弗
27.F472,0.F472,乀
27.F52C,0.F52C,𠂆
27.5F0B,0.5F0B,弋
27.4E5F,0.4E5F,也
27.6C0F,0.6C0F,氏
27.F129,0.F129,氒
27.6C10,0.6C10,氐
27.EA81,3.ECED,𣱐
27.EA82,3.ECE8,㲳
27.EA83,3.ECF0,𣱓
27.6208,0.6208,戈
27.F111,0.F111,肈
27.620E,0.620E,戎
27.6223,0.6223,戣
27.EA84,2.F2E0,𢧀
27.621F,0.621F,戟
27.621B,0.621B,戛
27.8CCA,0.8CCA,賊
27.620D,0.620D,戍
27.6230,0.6230,戰
27.6232,0.6232,戲
27.F08F,0.F08F,戜
27.6216,0.6216,或
27.57DF,0.57DF,域
27.F0CE,0.F0CE,𢧵
27.EA86,2.F2BC,𢦟
27.6215,0.6215,戕
27.622E,0.622E,戮
27.6221,0.6221,戡
27.622D,0.622D,戭
27.F557,0.F557,𢦏
27.6229,0.6229,戩
27.F67E,0.F67E,㦰
27.6B66,0.6B66,武
27.6222,0.6222,戢
27.6220,0.6220,戠
27.6214,0.6214,戔
27.6209,0.6209,戉
27.621A,0.621A,戚
27.6211,0.6211,我
27.EA87,0.6211,我
27.7FA9,0.7FA9,義
27.7F9B,0.7F9B,羛
27.F46C,0.F46C,亅
27.F486,0.F486,𠄌
27.7434,0.7434,琴
27.EA88,0.7434,琴
27.745F,0.745F,瑟
27.F191,0.745F,瑟
27.7435,0.7435,琵
27.7436,0.7436,琶
27.F5B2,0.F5B2,𠃊
27.76F4,0.76F4,直
27.EA89,0.76F4,直
27.4EA1,0.4EA1,亡
27.4E4D,0.4E4D,乍
27.671B,0.671B,望
27.E0BE,7.EEBB,𣠮
27.F46F,0.F46F,无
27.F5B7,0.F5B7,匃
27.F46D,0.F46D,匸
27.5340,0.5340,區
27.533F,0.533F,匿
27.F07C,0.F07C,㔷
27.533D,0.533D,匽
27.F5E8,0.F5E8,医
27.5339,0.5339,匹
27.531A,0.531A,匚
27.F365,0.531A,匚
27.5320,0.5320,匠
27.F0B4,0.F0B4,匧
27.7BCB,0.7BCB,篋
27.5321,0.5321,匡
27.7B50,0.7B50,筐
27.531C,0.531C,匜
27.5334,0.5334,匴
27.EA8A,1.E265,㔶
27.EA8B,2.EEDB,㯯
27.532A,0.532A,匪
27.EA8C,1.E24B,𠥐
27.EA8D,1.E235,𠤼
27.EA8E,1.E24F,㔴
27.EA8F,1.E240,匫
27.EA90,1.E245,匬
27.5331,0.5331,匱
27.EA91,1.E25D,匵
27.5323,0.5323,匣
27.532F,0.532F,匯
27.67E9,0.67E9,柩
27.EA92,1.E25E,匶
27.5330,0.5330,匰
27.66F2,0.66F2,曲
28.66F2,0.66F2,曲
27.F05C,0.F05C,㻃
27.EA93,3.E9F5,𤔱
27.753E,0.753E,甾
27.EA94,0.753E,甾
27.7580,0.7580,疀
27.EA95,4.E2DA,𤲙
27.EA96,4.E307,𤳊
27.F087,0.F087,𧇄
27.EA97,4.E32F,𤴅
27.7F4F,0.7F4F,罏
27.74E6,0.74E6,瓦
27.74EC,0.74EC,瓬
27.7504,0.7504,甄
27.750D,0.750D,甍
27.7511,0.7511,甑
27.EA98,7.E2B4,𩱭
27.7517,0.7517,甗
27.74F5,0.74F5,瓵
27.74FD,0.74FD,瓽
27.750C,0.750C,甌
27.74EE,0.74EE,瓮
27.74E8,0.74E8,瓨
27.EA99,2.F380,㼝
27.74F4,0.74F4,瓴
27.EA9A,2.F3B9,㼰
27.7502,0.7502,甂
27.74FF,0.74FF,瓿
27.EA9B,2.F3DA,㼸
27.7513,0.7513,甓
27.7503,0.7503,甃
27.7508,0.7508,甈
27.EA9C,2.F3DC,𤮅
27.EA9D,2.F3E2,㼽
27.EEEF,0.EEEF,㼲
27.EA9F,2.F36F,𤬯
27.EAA0,2.F3BC,𤭢
