字體編號,楷書字體編號,楷書字型
27.7BE6,0.7BE6,篦
27.7BD9,0.7BD9,篙
27.7B95,0.7B95,箕
27.EDAC,0.5176,其
27.E418,0.5176,其
27.E419,0.5176,其
27.5176,0.5176,其
27.E41A,1.E23C,𠥊
27.7C38,0.7C38,簸
27.4E0C,0.4E0C,丌
27.E41B,5.F76F,䢋
27.5178,0.5178,典
27.E41C,0.5178,典
27.E41D,6.F1A0,顨
27.7540,0.7540,畀
27.E41E,0.5DFD,巽
27.E41F,0.5DFD,巽
27.5DFD,0.5DFD,巽
27.5960,0.5960,奠
27.5DE6,0.5DE6,左
27.5DEE,0.5DEE,差
27.EC4D,0.5DEE,差
27.5DE5,0.5DE5,工
27.E420,0.5DE5,工
27.5F0F,0.5F0F,式
27.5DE7,0.5DE7,巧
27.5DE8,0.5DE8,巨
27.EE00,0.EE00,榘
27.F2AF,0.5DE8,巨
27.F0C9,0.F0C9,㠭
27.F0A6,0.F0A6,𡫟
27.5DEB,0.5DEB,巫
27.F059,0.F059,𢍮
27.89A1,0.89A1,覡
27.7518,0.7518,甘
27.751C,0.751C,甜
27.E422,3.F640,𤯌
27.7312,0.7312,猒
27.E423,2.F0D8,𤟶
27.751A,0.751A,甚
27.E424,0.751A,甚
27.66F0,0.66F0,曰
27.E425,2.F61F,𣌧
27.66F7,0.66F7,曷
27.66F6,0.66F6,曶
27.E426,0.66F6,曶
27.6701,0.6701,朁
27.6C93,0.6C93,沓
27.66F9,0.66F9,曹
27.4E43,0.4E43,乃
27.F330,0.4E43,乃
27.E427,0.4E43,乃
27.EE05,0.EE05,𠧟
27.E429,0.EE05,𠧟
27.F0E3,0.F0E3,𠧴
27.F545,0.F545,丂
27.7539,0.7539,甹
27.5BE7,0.5BE7,寧
27.F2FA,0.F2FA,𠀀
27.53EF,0.53EF,可
27.5947,0.5947,奇
27.54FF,0.54FF,哿
27.54E5,0.54E5,哥
27.53F5,0.53F5,叵
27.516E,0.516E,兮
27.F101,0.F101,𠣬
27.E42A,3.F382,𢞛
27.7FB2,0.7FB2,羲
27.4E4E,0.4E4E,乎
27.F583,0.F583,号
27.865F,0.865F,號
27.4E8E,0.4E8E,于
27.8667,0.8667,虧
27.E42B,4.EDE7,𧇾
27.7CB5,0.7CB5,粵
27.5E73,0.5E73,平
27.E42C,0.5E73,平
27.65E8,0.65E8,旨
27.E42D,0.65E8,旨
27.5617,0.5617,嘗
27.559C,0.559C,喜
27.6B56,0.6B56,歖
27.EC66,0.EC66,憙
27.56AD,0.56AD,嚭
27.58F4,0.58F4,壴
27.5C0C,0.5C0C,尌
27.E42F,4.F044,𧒕
27.5F6D,0.5F6D,彭
27.5609,0.5609,嘉
27.9F13,0.9F13,鼓
27.E430,7.EB2C,𪔐
27.9F1B,0.9F1B,鼛
27.9F16,0.9F16,鼖
27.E431,6.EFEE,䩿
27.9F19,0.9F19,鼙
27.E432,7.EB4C,𪔳
27.9F18,0.9F18,鼘
27.9F1E,0.9F1E,鼞
27.E433,7.EB35,䶀
27.E434,7.EB43,𪔪
27.E435,7.EB34,𪔕
27.8C48,0.8C48,豈
27.6137,0.6137,愷
27.E436,5.EF59,𧰙
27.8C46,0.8C46,豆
27.E437,0.8C46,豆
27.68AA,0.68AA,梪
27.E438,5.EF40,𧯷
27.E439,5.EF2F,𧯦
27.E43A,5.EF2A,𧯡
27.8C4B,0.8C4B,豋
27.8C4A,0.8C4A,豊
27.E43C,5.EF56,豑
27.8C50,0.8C50,豐
27.E43D,0.8C50,豐
27.8C54,0.8C54,豔
27.F5C6,0.F5C6,䖒
27.E43E,4.EDE4,𧇼
27.E43F,4.EDF9,𧈚
27.864D,0.864D,虍
27.865E,0.865E,虞
27.8659,0.8659,虙
27.8654,0.8654,虔
27.F131,0.F131,虘
27.8656,0.8656,虖
27.8650,0.8650,虐
27.E440,0.8650,虐
27.8668,0.8668,虨
27.E441,4.EDE5,𧇽
27.943B,0.943B,鐻
27.8661,0.8661,虡
27.864E,0.864E,虎
27.E442,0.864E,虎
27.E443,0.864E,虎
27.E444,4.EDF0,𧈖
27.E445,4.ED86,䖑
27.E446,4.ED98,䖔
27.866A,0.866A,虪
27.8665,0.8665,虥
27.5F6A,0.5F6A,彪
27.E447,4.ED78,䖊
27.E448,4.ED84,𧆦
27.8653,0.8653,虓
27.E449,4.ED87,䖐
27.8669,0.8669,虩
27.8662,0.8662,虢
27.8652,0.8652,虒
27.E44A,4.EDFA,𧈜
27.8663,0.8663,虣
27.E44B,4.EDC2,䖘
27.8664,0.8664,虤
27.E44C,4.EDEB,䖜
27.8D19,0.8D19,贙
27.76BF,0.76BF,皿
27.76C2,0.76C2,盂
27.E44D,4.E358,盌
27.76DB,0.76DB,盛
27.9F4D,0.9F4D,齍
27.E44E,4.E364,䀁
27.F0C8,0.F0C8,𥁓
27.76E7,0.76E7,盧
27.E44F,0.76E7,盧
27.E450,4.E392,䀇
27.76C4,0.76C4,盄
27.76CE,0.76CE,盎
27.E451,2.F37A,㼜
27.76C6,0.76C6,盆
27.F0AB,0.F0AB,㿾
27.E452,4.E3A6,盨
27.E453,4.E3B9,䀊
27.F0DC,0.F0DC,𥁑
27.91AF,0.91AF,醯
27.76C9,0.76C9,盉
27.76CA,0.76CA,益
27.76C8,0.76C8,盈
27.76E1,0.76E1,盡
27.76C5,0.76C5,盅
27.76E6,0.76E6,盦
27.F5EC,0.F5EC,𥁕
27.76E5,0.76E5,盥
27.76EA,0.76EA,盪
27.E454,4.E352,盋
27.F48A,0.F48A,𠙴
27.E455,4.F2BD,𥬔
27.53BB,0.53BB,去
27.6705,0.6705,朅
27.E456,2.E2BF,𡕮
27.8840,0.8840,血
27.8841,0.8841,衁
27.8843,0.8843,衃
27.E457,4.F648,𧗁
27.E458,4.F625,𧖨
27.8844,0.8844,衄
27.E459,4.F656,𧗕
27.81BF,0.81BF,膿
27.E45A,4.F640,𧖺
27.E45B,4.F651,𧗎
27.E45C,4.F659,𧗘
27.E45D,4.F655,𧗒
27.5379,0.5379,卹
27.884B,0.884B,衋
27.F0C7,0.F0C7,䘓
27.E45E,4.F65D,𧗜
27.76CD,0.76CD,盍
27.884A,0.884A,衊
27.F4DB,0.F4DB,丶
27.4E3B,0.4E3B,主
27.F547,0.F547,咅
27.E45F,3.ED41,㰯
27.4E39,0.4E39,丹
27.E460,0.4E39,丹
27.E461,2.E21F,㣋
27.96D8,0.96D8,雘
27.5F64,0.5F64,彤
27.9752,0.9752,青
27.E462,0.9752,青
27.975C,0.975C,靜
27.4E95,0.4E95,井
27.E463,3.EFE0,𤌌
27.9631,0.9631,阱
27.E464,4.E9BC,穽
27.E465,2.F7C4,汬
27.F10C,0.F10C,㓝
27.5231,0.5231,刱
27.F499,0.F499,皀
27.5373,0.5373,即
27.65E2,0.65E2,既
27.E466,1.E7BD,冟
27.9B2F,0.9B2F,鬯
27.F4C4,0.F4C4,𩰪
27.7235,0.7235,爵
27.E467,0.7235,爵
27.E468,0.79EC,秬
27.79EC,0.79EC,秬
27.E469,1.E65D,𩰢
27.98DF,0.98DF,食
27.EE95,0.EE95,𩞑
27.9959,0.9959,饙
27.E46B,6.F514,餴
27.993E,0.993E,餾
27.98EA,0.98EA,飪
27.E46C,3.EA53,䏕
28.6041,0.6041,恁
27.9954,0.9954,饔
27.98F4,0.98F4,飴
27.E46E,6.F485,𩛛
27.E46F,6.F4DB,𩛿
27.E470,6.F58E,饊
27.9905,0.9905,餅
27.9908,0.9908,餈
27.E471,6.F5CD,䭣
27.7CA2,0.7CA2,粢
27.9958,0.9958,饘
27.9931,0.9931,餱
27.9925,0.9925,餥
27.994E,0.994E,饎
27.E472,6.F50C,𩝮
27.E473,5.E27D,糦
27.E474,6.F5C9,䉵
27.994C,0.994C,饌
27.990A,0.990A,養
27.E475,5.E113,䍩
27.98EF,0.98EF,飯
27.E476,6.F450,𩚖
27.EE13,0.EE13,飤
27.9961,0.9961,饡
27.E478,6.F57A,𩞧
27.E479,6.F574,𩞃
27.98E7,0.98E7,飧
27.9914,0.9914,餔
27.E47A,4.E38D,𥂈
27.9910,0.9910,餐
27.E47B,3.E127,湌
27.E47C,6.F55A,䭑
27.9941,0.9941,饁
27.995F,0.995F,饟
27.9909,0.9909,餉
27.994B,0.994B,饋
27.9957,0.9957,饗
27.995B,0.995B,饛
27.E47D,6.F464,飵
27.E47E,6.F45C,䬯
27.E47F,6.F5CA,䭡
27.E480,6.F549,䭓
27.992C,0.992C,餬
27.98F6,0.98F6,飶
27.E481,0.98EB,飫
27.98FD,0.98FD,飽
27.E482,6.F525,𩜿
27.98F9,6.F473,𩛁
27.E483,6.F4B1,䬼
27.9952,0.9952,饒
27.9918,0.9918,餘
27.9900,0.9900,餀
27.991E,0.991E,餞
27.992B,0.992B,餫
27.9928,0.9928,館
27.9955,0.9955,饕
27.53E8,0.53E8,叨
27.E484,0.9955,饕
27.E485,6.F46C,飻
27.9956,0.9956,饖
27.9950,0.9950,饐
27.9932,0.9932,餲
27.9951,0.9951,饑
27.9949,0.9949,饉
27.E486,6.F479,𩚬
27.9927,0.9927,餧
27.98E2,0.98E2,飢
27.9913,0.9913,餓
27.993D,0.993D,餽
27.991F,0.991F,餟
27.E487,6.F4BE,䬽
27.E488,6.F4CB,𩜁
27.E489,6.F453,䬴
27.9915,0.9915,餕
27.E48A,6.F558,餻
27.F4D7,0.F4D7,亼
27.5408,0.5408,合
27.50C9,0.50C9,僉
27.4F96,0.4F96,侖
27.E48B,0.4F96,侖
27.4ECA,0.4ECA,今
27.820D,0.820D,舍
27.6703,0.6703,會
27.E48C,2.E12B,㣛
27.E48D,2.F784,朇
27.E48E,5.F090,䢈
27.5009,0.5009,倉
27.E48F,0.5009,倉
27.7244,0.7244,牄
27.5165,0.5165,入
27.5167,0.5167,內
27.E490,1.F668,㞥
27.7CF4,0.7CF4,糴
27.4EDD,1.E2D9,㒰
27.5168,0.5168,全
27.E491,1.E3D0,𠌆
27.E492,1.E2D0,𠓜
27.7F36,0.7F36,缶
27.E493,3.EE16,䍍
27.530B,0.530B,匋
27.7F4C,0.7F4C,罌
27.E494,4.F237,𦉈
27.E495,4.F231,䍌
27.7F3E,0.7F3E,缾
27.74F6,0.74F6,瓶
27.7F4B,0.7F4B,罋
27.E497,4.F211,䍇
27.7F43,0.7F43,罃
27.7F38,0.7F38,缸
27.E498,4.F228,𦈸
27.E499,4.F248,䍎
27.F5EF,0.F5EF,䍃
27.E49A,4.F249,𦉢
27.E49B,4.F218,䍄
27.7F3A,0.7F3A,缺
27.7F45,0.7F45,罅
27.7F44,0.7F44,罄
27.7F4A,0.7F4A,罊
27.7F3F,0.7F3F,缿
27.7F50,0.7F50,罐
27.77E2,0.77E2,矢
27.F0F5,0.5C04,射
27.5C04,0.5C04,射
27.77EF,0.77EF,矯
27.77F0,0.77F0,矰
27.4FAF,0.4FAF,侯
27.EBFE,0.4FAF,侯
27.E49D,4.E434,𥏫
27.77ED,0.77ED,短
27.E49E,4.E3F1,矤
27.77E5,0.77E5,知
27.77E3,0.77E3,矣
27.77EE,0.77EE,矮
27.9AD8,0.9AD8,高
27.E49F,1.E6FB,䯧
27.5ECE,0.5ECE,廎
27.4EAD,0.4EAD,亭
27.4EB3,0.4EB3,亳
27.F4E0,0.F4E0,冂
27.F4F3,0.F4F3,冋
27.5770,0.5770,坰
27.5E02,0.5E02,市
27.5198,0.5198,冘
27.592E,0.592E,央
27.F61F,0.F61F,隺
27.F4C1,0.F4C1,𩫏
27.E4A0,1.E72B,𩫠
27.4EAC,0.4EAC,京
27.5C31,0.5C31,就
27.E4A1,0.5C31,就
27.F480,0.4EAB,享
27.4EAB,0.4EAB,享
27.F4BD,0.F4BD,𦎫
27.E4A2,0.F4BD,𦎫
27.E4A3,4.F3C2,䈞
27.E4A4,4.F615,𦤘
27.F3A1,0.F3A1,𣆪
27.8983,0.8983,覃
27.E4A5,0.8983,覃
27.EC4E,0.8983,覃
27.539A,0.539A,厚
27.5795,0.539A,厚
27.F568,0.F568,畐
27.826F,0.826F,良
27.E4A6,0.826F,良
27.E4A7,0.826F,良
27.E4A8,0.826F,良
27.F55D,0.F55D,㐭
27.5EE9,0.5EE9,廩
27.7A1F,0.7A1F,稟
27.4EB6,0.4EB6,亶
27.F563,0.F563,啚
27.E4A9,0.F563,啚
27.55C7,0.55C7,嗇
27.E4AA,0.55C7,嗇
27.7246,0.7246,牆
27.E4AB,0.7246,牆
27.E4AC,0.7246,牆
27.4F86,0.4F86,來
27.E4AD,4.E43A,𥏳
27.E4AE,2.E151,𢓪
27.9EA5,0.9EA5,麥
27.9EB0,0.9EB0,麰
27.E4AF,5.E3D3,𦭷
27.9EA7,0.9EA7,麧
27.E4B0,7.E394,䵀
27.E4B1,7.E398,䴾
27.9EA9,0.9EA9,麩
27.E4B2,7.E35F,麱
27.E4B3,7.E32E,麪
27.E4B4,7.E3A7,䵂
27.9EB7,0.9EB7,麷
27.9EAE,0.9EAE,麮
27.E4B5,7.E391,𪍠
27.E4B6,7.E34A,䴳
27.E4B7,7.E325,䴭
27.F46E,0.F46E,夊
27.F638,0.F638,夋
27.590D,0.590D,复
27.590C,0.590C,夌
27.81F4,0.81F4,致
27.6182,0.6182,憂
27.611B,0.611B,愛
27.E4B8,2.E59B,𡰿
27.7AF7,0.7AF7,竷
27.F040,0.F040,𡕢
27.590F,0.590F,夏
27.E4B9,0.590F,夏
27.755F,0.755F,畟
27.F388,0.F388,㚇
27.5912,0.5912,夒
27.5914,0.5914,夔
27.590E,0.590E,夎
27.821B,0.821B,舛
27.8E33,0.8E33,踳
27.821E,0.821E,舞
27.E4BA,5.E8A4,𦐀
27.821D,0.821D,舝
27.821C,0.821C,舜
27.E4BB,0.821C,舜
27.E4BC,4.E3E9,𤯷
27.845F,0.845F,葟
27.97CB,0.97CB,韋
27.F0CC,0.97CB,韋
27.E4BD,6.F77E,韠
27.97CE,0.97CE,韎
27.E4BE,6.F78D,韢
27.97DC,0.97DC,韜
27.97DD,0.97DD,韝
27.97D8,0.97D8,韘
27.E4BF,2.E6A8,弽
27.97E3,0.97E3,韣
27.97D4,0.97D4,韔
27.E4C0,6.F777,䪗
27.E4C1,6.F770,𩏇
27.7DDE,0.7DDE,緞
27.E4C2,6.F7A0,韤
27.E4C3,6.F77B,䪙
27.97CF,0.97CF,韏
27.E4C4,6.F7A8,𩏷
27.E4C5,5.E2D4,𥾀
28.63EB,0.63EB,揫
27.97D3,0.97D3,韓
27.97CC,0.97CC,韌
27.5F1F,0.5F1F,弟
27.F2E2,0.5F1F,弟
27.F09E,0.F09E,𥊽
27.F4DF,0.F4DF,夂
27.E4C6,2.E2A9,𡕗
27.5906,0.5906,夆
27.F633,0.F633,夅
27.5903,0.5903,夃
27.F337,0.F337,𡕒
27.4E45,0.4E45,久
27.6840,0.6840,桀
27.78D4,0.78D4,磔
27.4E58,0.4E58,乘
27.EC04,0.4E58,乘
27.6728,0.6728,木
27.6A58,0.6A58,橘
27.6A59,0.6A59,橙
27.67DA,0.67DA,柚
27.6A1D,0.6A1D,樝
27.68A8,0.68A8,梨
27.68AC,0.68AC,梬
27.E4C8,2.EC30,柹
27.67DF,0.67DF,柟
27.6885,0.6885,梅
27.E4C9,2.ED49,楳
27.674F,0.674F,杏
27.67F0,0.67F0,柰
27.674E,0.674E,李
27.674D,0.674D,杍
27.6843,0.6843,桃
27.E4CA,2.EDA7,㮘
27.F038,0.F038,𣓀
27.6977,0.6977,楷
27.68AB,0.68AB,梫
27.6842,0.6842,桂
27.68E0,0.68E0,棠
27.675C,0.675C,杜
27.69E2,0.69E2,槢
27.6A3F,0.6A3F,樿
27.6932,0.6932,椲
27.6962,0.6962,楢
27.684F,0.684F,桏
27.68C6,0.68C6,棆
27.6948,0.6948,楈
27.67CD,0.67CD,柍
27.6951,0.6951,楑
27.E4CB,2.ED2D,𣓌
27.6906,0.6906,椆
27.6A15,0.6A15,樕
27.E4CC,2.EF8F,㰘
27.68A3,0.68A3,梣
27.E4CD,2.EE42,𣘕
27.68F3,0.68F3,棳
27.E4CE,4.EDAB,𣘫
27.68EA,0.68EA,棪
27.E4CF,2.EECC,𣛹
27.690B,0.690B,椋
27.6A8D,0.6A8D,檍
27.E4D0,2.EEA3,𣙿
27.E4D1,2.EE17,㯉
27.6940,0.6940,楀
27.E4D2,5.E848,蘽
27.E4D3,4.E338,𣡺
27.684B,0.684B,桋
27.681F,0.681F,栟
27.E4D4,2.ED85,椶
27.6A9F,0.6A9F,檟
27.6905,0.6905,椅
27.6893,0.6893,梓
27.E4D5,2.EDEC,榟
27.6978,0.6978,楸
27.E4D6,2.EE92,𣚍
27.67C0,0.67C0,柀
27.E4D7,2.EEE0,檆
27.699B,0.699B,榛
27.E4D8,2.EC63,𣐊
27.6776,0.6776,杶
27.E4D9,2.EF04,櫄
28.6776,0.6776,杶
27.6A41,0.6A41,橁
27.6875,0.6875,桵
27.68EB,0.68EB,棫
27.E4DA,2.EDD1,㮩
27.6910,0.6910,椐
27.6A3B,0.6A3B,樻
27.6829,0.6829,栩
27.E4DB,2.EC3B,𣏗
27.6A23,0.6A23,樣
27.6759,0.6759,杙
27.6787,0.6787,枇
27.6854,0.6854,桔
27.67DE,0.67DE,柞
27.E4DC,2.EC5A,㭔
27.6997,0.6997,榗
27.E4DD,2.ED82,𣔾
27.6935,0.6935,椵
27.6A5E,0.6A5E,橞
27.695B,0.695B,楛
27.6AC5,0.6AC5,櫅
27.E4DE,2.EBED,㭁
27.E4DF,2.EF53,㰋
27.6A32,0.6A32,樲
27.E4E0,2.EF0A,㯷
27.6A6A,0.6A6A,橪
27.67C5,0.67C5,柅
27.68A2,0.68A2,梢
27.E4E1,2.EF49,𣟌
27.E4E2,2.ECD9,㭩
27.68AD,0.68AD,梭
27.E4E3,2.EE18,㮿
27.694B,0.694B,楋
27.67B8,0.67B8,枸
27.E4E4,2.EE32,樜
27.678B,0.678B,枋
27.6A7F,0.6A7F,橿
27.6A17,0.6A17,樗
27.6AB4,0.6AB4,檴
27.6A97,0.6A97,檗
27.68A4,0.68A4,梤
27.6A27,0.6A27,樧
27.69ED,0.69ED,槭
27.694A,0.694A,楊
27.6A89,0.6A89,檉
27.67F3,0.67F3,柳
27.E4E5,2.EDD8,𣖼
27.6B12,0.6B12,欒
27.6818,0.6818,栘
27.68E3,0.68E3,棣
27.67B3,0.67B3,枳
27.6953,0.6953,楓
27.6B0A,0.6B0A,權
27.67DC,0.67DC,柜
27.69D0,0.69D0,槐
27.6996,0.6996,榖
27.696E,0.696E,楮
27.E4E6,2.EC5F,柠
27.E4E7,2.EF1B,檵
27.675E,0.675E,杞
27.6792,0.6792,枒
27.6A80,0.6A80,檀
27.6ADF,0.6ADF,櫟
27.6882,0.6882,梂
27.695D,0.695D,楝
27.E4E8,2.EEFC,檿
27.67D8,0.67D8,柘
27.E4E9,2.EEB8,𣛺
27.E4EA,2.EF6D,𣟳
27.68A7,0.68A7,梧
27.69AE,0.69AE,榮
27.6850,0.6850,桐
27.6A4E,0.6A4E,橎
27.6986,0.6986,榆
27.678C,0.678C,枌
27.6897,0.6897,梗
27.6A35,0.6A35,樵
27.677E,0.677E,松
27.E4EB,2.EDEB,㮤
27.6A20,0.6A20,樠
27.6A9C,0.6A9C,檜
27.6A05,0.6A05,樅
27.67CF,0.67CF,柏
27.673A,0.673A,机
27.67AE,0.67AE,枮
27.6887,0.6887,梇
27.6970,0.6970,楰
27.6845,0.6845,桅
27.E4EC,2.EC03,杒
27.E4ED,2.EF03,𣝋
27.6999,0.6999,榙
27.67D0,0.67D0,某
27.E4EE,0.67D0,某
27.E4EF,2.EF74,櫾
27.6A39,0.6A39,樹
27.E4F0,1.EE4F,𡬾
27.672C,0.672C,本
27.E4F1,0.672C,本
27.67E2,0.67E2,柢
27.6731,0.6731,朱
27.6839,0.6839,根
27.682A,0.682A,株
27.672B,0.672B,末
27.E4F2,2.EDC7,㮨
27.679C,0.679C,果
27.E4F3,2.EEAB,𣚎
27.6748,0.6748,杈
27.679D,0.679D,枝
27.6734,0.6734,朴
27.689D,0.689D,條
27.679A,0.679A,枚
27.E4F4,2.ECEA,𣓁
27.E4F5,2.EC6E,栞
27.E4F6,2.EF80,欇
27.6820,0.6820,栠
27.E4F7,2.EC24,枖
27.69D9,0.69D9,槙
27.6883,0.6883,梃
27.E4F8,7.E26C,䯂
27.6A19,0.6A19,標
27.676A,0.676A,杪
27.6735,0.6735,朵
27.6879,0.6879,桹
27.E4F9,2.EE9F,橌
27.67B5,0.67B5,枵
27.E4FA,2.EC66,柖
27.69A3,0.69A3,榣
27.6A1B,0.6A1B,樛
27.673B,0.673B,朻
27.6789,0.6789,枉
27.6A48,0.6A48,橈
27.678E,0.678E,枎
27.6AB9,0.6AB9,檹
27.E4FB,2.EBF3,㭂
27.E4FC,2.ED2C,𣓗
27.69EE,0.69EE,槮
27.68B4,0.68B4,梴
27.6A5A,0.6A5A,橚
27.6755,0.6755,杕
27.E4FD,2.ED8B,𣔵
27.683C,0.683C,格
27.69F8,0.69F8,槸
27.E4FE,2.EF21,𣞕
27.67AF,0.67AF,枯
27.69C1,0.69C1,槁
27.6A38,0.6A38,樸
27.6968,0.6968,楨
27.67D4,0.67D4,柔
27.67DD,0.67DD,柝
27.6738,0.6738,朸
27.6750,0.6750,材
27.67F4,0.67F4,柴
27.6991,0.6991,榑
27.6772,0.6772,杲
27.6773,0.6773,杳
27.E4FF,2.ED84,㮝
27.683D,0.683D,栽
27.7BC9,0.7BC9,築
27.E500,0.7BC9,築
27.69A6,0.69A6,榦
27.6AA5,0.6AA5,檥
27.69CB,0.69CB,構
27.6A21,0.6A21,模
27.6874,0.6874,桴
27.68DF,0.68DF,棟
27.6975,0.6975,極
27.67F1,0.67F1,柱
27.6979,0.6979,楹
27.6A18,0.6A18,樘
27.69B0,0.69B0,榰
27.6976,0.6976,楶
27.E501,5.E731,𦼭
27.6AE8,0.6AE8,櫨
27.6785,0.6785,枅
27.6835,0.6835,栵
27.682D,0.682D,栭
27.E502,2.EF0C,檼
27.6A51,0.6A51,橑
27.6877,0.6877,桷
27.693D,0.693D,椽
27.69B1,0.69B1,榱
27.6963,0.6963,楣
27.68A0,0.68A0,梠
27.E503,2.EDD2,㮰
27.6ACB,0.6ACB,櫋
27.6A90,0.6A90,檐
27.6A5D,0.6A5D,橝
27.6A00,0.6A00,樀
27.690D,0.690D,植
27.E504,2.EECE,㯰
27.6A1E,0.6A1E,樞
27.69CF,0.69CF,槏
27.6A13,0.6A13,樓
27.E505,2.EF5B,㰍
27.696F,0.696F,楯
27.6AFA,0.6AFA,櫺
27.6757,0.6757,杗
27.6880,0.6880,梀
27.6747,0.6747,杇
27.69FE,0.69FE,槾
27.6933,0.6933,椳
27.E506,2.ED6B,𣔺
27.68B1,0.68B1,梱
27.698D,0.698D,榍
27.67E4,0.67E4,柤
27.69CD,0.69CD,槍
27.6957,0.6957,楗
27.6AFC,0.6AFC,櫼
27.6954,0.6954,楔
27.67F5,0.67F5,柵
27.675D,0.675D,杝
27.E507,2.EF4E,𣟄
27.6853,0.6853,桓
27.E508,2.EDA1,楃
27.6A66,0.6A66,橦
27.6760,0.6760,杠
27.686F,0.686F,桯
27.6871,0.6871,桱
27.F10F,0.F10F,牀
27.6795,0.6795,枕
27.E509,2.ED58,楲
27.6ADD,0.6ADD,櫝
27.6ADB,0.6ADB,櫛
27.68B3,0.68B3,梳
27.E50A,2.EC9E,㭘
27.E50B,2.EDBB,槈
27.9392,0.9392,鎒
27.F11C,0.F11C,𣚏
27.F102,0.F102,㭉
27.91EB,0.91EB,釫
27.E50C,2.EC50,㭒
27.68A9,0.68A9,梩
27.E50D,2.EC6A,枱
27.9236,0.9236,鈶
27.E50E,6.E5B9,𨐠
27.694E,0.694E,楎
27.6ACC,0.6ACC,櫌
27.6B18,0.6B18,欘
27.6AE1,0.6AE1,櫡
27.6777,0.6777,杷
27.E50F,2.ECD0,𣒃
27.67C3,0.67C3,柃
27.67EB,0.67EB,柫
27.67B7,0.67B7,枷
27.6775,0.6775,杵
27.6982,0.6982,概
27.675A,0.675A,杚
27.E510,2.ED68,㮐
27.67F6,0.67F6,柶
27.686E,0.686E,桮
27.E511,1.E217,𠤯
27.69C3,0.69C3,槃
27.E512,6.EC1F,鎜
27.76E4,0.76E4,盤
27.69B9,0.69B9,榹
27.6848,0.6848,案
27.E513,2.EECF,檈
27.6937,0.6937,椷
27.6793,0.6793,枓
27.6753,0.6753,杓
27.6AD1,0.6AD1,櫑
27.7F4D,0.7F4D,罍
27.E514,4.E3BC,𥃇
27.E515,0.7F4D,罍
27.6911,0.6911,椑
27.69BC,0.69BC,榼
27.6A62,0.6A62,橢
27.69CC,0.69CC,槌
27.E516,2.EC71,㭙
27.681A,0.681A,栚
27.69E4,0.69E4,槤
27.E517,2.EF11,櫎
27.E518,2.ED10,㮂
27.6A95,0.6A95,檕
27.6AB7,0.6AB7,檷
27.6A5F,0.6A5F,機
27.E519,3.EBD9,榺
27.677C,0.677C,杼
27.E51A,2.ED7A,椱
27.6965,0.6965,楥
27.6838,0.6838,核
27.68DA,0.68DA,棚
27.68E7,0.68E7,棧
27.682B,0.682B,栫
27.69F6,0.69F6,槶
27.68AF,0.68AF,梯
27.68D6,0.68D6,棖
27.E51B,2.EC9C,桊
27.692F,0.692F,椯
27.6A5B,0.6A5B,橛
27.6A34,0.6A34,樴
27.6756,0.6756,杖
27.67ED,0.67ED,柭
27.68D3,0.68D3,棓
27.690E,0.690E,椎
27.67EF,0.67EF,柯
27.68B2,0.68B2,梲
27.67C4,0.67C4,柄
27.E51C,2.ED1E,棅
27.67F2,0.67F2,柲
27.6B11,0.6B11,欑
27.EEE1,0.EEE1,杘
27.699C,0.699C,榜
27.6AA0,0.6AA0,檠
27.6A83,0.6A83,檃
27.E51E,2.ECD7,桰
27.68CB,0.68CB,棋
27.6904,0.6904,椄
27.E51F,2.EC9F,栙
27.681D,0.681D,栝
27.69FD,0.69FD,槽
27.81EC,0.81EC,臬
27.6876,0.6876,桶
27.6AD3,0.6AD3,櫓
27.E520,2.EE15,樐
27.6A02,0.6A02,樂
27.67CE,0.67CE,柎
27.67B9,0.67B9,枹
27.690C,0.690C,椌
27.67F7,0.67F7,柷
27.69E7,0.69E7,槧
27.672D,0.672D,札
27.6AA2,0.6AA2,檢
27.6A84,0.6A84,檄
27.68E8,0.68E8,棨
27.6958,0.6958,楘
27.6791,0.6791,枑
27.6890,0.6890,梐
27.6781,0.6781,极
27.E521,2.EC42,㭕
27.E522,2.EDB8,槅
27.6A7E,0.6A7E,橾
27.E523,2.ED72,楇
27.E524,2.EC33,枊
27.68DD,0.68DD,棝
27.6B19,0.6B19,欙
27.69B7,0.69B7,榷
27.6A4B,0.6A4B,橋
27.6881,0.6881,梁
27.E525,0.6881,梁
27.E526,2.EDCF,㮴
27.E527,2.EEA7,橃
27.696B,0.696B,楫
27.6B1A,0.6B1A,欚
27.6821,0.6821,校
27.6A14,0.6A14,樔
27.91C7,0.91C7,采
27.E528,2.EC0B,杮
27.6A6B,0.6A6B,橫
27.689C,0.689C,梜
27.6844,0.6844,桄
27.6A87,0.6A87,檇
27.6913,0.6913,椓
27.673E,0.673E,朾
27.67E7,0.67E7,柧
27.68F1,0.68F1,棱
27.EDF7,0.EDF7,𣡌
27.6AF1,0.6AF1,櫱
27.E529,0.EDF7,𣡌
27.E52A,2.ED29,㮆
27.67B0,0.67B0,枰
27.67C6,0.67C6,柆
27.69CE,0.69CE,槎
27.67EE,0.67EE,柮
27.6AAE,0.6AAE,檮
27.6790,0.6790,析
27.68F7,0.68F7,棷
27.68A1,0.68A1,梡
27.E52B,2.EDC9,㮯
27.6944,0.6944,楄
27.6945,0.6945,楅
